row,studyID,authors,year,title,journal,species,n,female,dropout,age,site,attempt_replication,successful_replication,species_comparison,notes
704,530,"Chertoff, Margulis, Rodgers",2018,Visual Processing of Faces in Juvenile Western Lowland Gorillas without the Use of Training or Reinforcement: A Pilot Study,Animal Behavior and Cognition,Western gorilla,2,1,NA,mixed,Buffalo Zoo,no,NA,no,NA
705,196,"Cronin, Bethell, Jacobson, Egelkamp, Hopper, Ross",2018,Evaluating mood changes in response to anthropogenic noise with a response-slowing task in three species of zoo-housed primates,Animal Behavior and Cognition,Japanese macaque,4,2,NA,mixed,Lincoln Park Zoo,no,NA,no,NA
706,196,"Cronin, Bethell, Jacobson, Egelkamp, Hopper, Ross",2018,Evaluating mood changes in response to anthropogenic noise with a response-slowing task in three species of zoo-housed primates,Animal Behavior and Cognition,chimpanzee,4,3,NA,adult,Lincoln Park Zoo,no,NA,no,NA
707,196,"Cronin, Bethell, Jacobson, Egelkamp, Hopper, Ross",2018,Evaluating mood changes in response to anthropogenic noise with a response-slowing task in three species of zoo-housed primates,Animal Behavior and Cognition,Western gorilla,2,1,NA,adult,Lincoln Park Zoo,no,NA,no,NA
708,207,"Parrish, Afrifa, Beran",2018,Exploring Decoy Effects on Computerized Task Preferences in Rhesus Monkeys (Macaca mulatta),Animal Behavior and Cognition,rhesus macaque,7,0,NA,adult,Language Research Center,no,NA,no,NA
709,343,"Gazes, Chee, Hampton",2018,"Monkeys Choose, but do not Learn, through Exclusion",Animal Behavior and Cognition,rhesus macaque,6,0,NA,adult,Yerkes National Primate Research Center,no,NA,no,NA
710,416,"Lewis, Berntsen, Call",2018,Remembering Past Exchanges: Apes Fail to Use Social Cues,Animal Behavior and Cognition,chimpanzee,9,3,4,adult,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
711,416,"Lewis, Berntsen, Call",2018,Remembering Past Exchanges: Apes Fail to Use Social Cues,Animal Behavior and Cognition,bonobo,7,5,0,adult,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
712,416,"Lewis, Berntsen, Call",2018,Remembering Past Exchanges: Apes Fail to Use Social Cues,Animal Behavior and Cognition,Sumatran orangutan,5,3,1,adult,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
713,240,"McGuire, Vonk",2018,Gorillas (Gorilla gorilla gorilla) Fail to Learn Abstract Cues of Differential Outcomes in a Novel Cognitive Bias Test,Animal Behavior and Cognition,Western gorilla,3,0,NA,adult,Detroit Zoological Society,no,NA,no,NA
714,299,"Parrish, James, Rossettie, Smith, Otalora-Garcia, Beran",2018,Investigating the Depletion Effect: Self-Control does not Waiver in Capuchin Monkeys,Animal Behavior and Cognition,tufted capuchin,8,4,2,adult,Language Research Center,no,NA,no,NA
715,541,"Beran, Perdue, Kelly, Parrish",2017,What's in a Face (Made of Foods)? Comparing Children's and Monkeys' Perception of Faces in Face-Like Images of Food,Animal Behavior and Cognition,rhesus macaque,6,0,1,adult,Language Research Center,no,NA,no,NA
716,541,"Beran, Perdue, Kelly, Parrish",2017,What's in a Face (Made of Foods)? Comparing Children's and Monkeys' Perception of Faces in Face-Like Images of Food,Animal Behavior and Cognition,tufted capuchin,13,7,1,adult,Language Research Center,no,NA,no,NA
717,401,"Santacà, Regaiolli, Miletto Petrazzini, Spiezio, Agrillo",2017,Preliminary Study to Investigate the Delboeuf Illusion in Ring-tailed Lemurs (Lemur catta): Methodological Challenges,Animal Behavior and Cognition,ring-tailed lemur,9,5,NA,adult,Garda Zoological Park,no,NA,no,NA
718,314,"Adams, Wilkinson, MacDonald",2017,Limits of Spatial Vision in Sumatran Orangutans (Pongo abelii),Animal Behavior and Cognition,Sumatran orangutan,2,2,4,adult,Toronto Zoo,no,NA,yes,NA
719,518,"McGuire, Vonk, Fuller, Allard",2017,Using an Ambiguous Cue Paradigm to Assess Cognitive Bias in Gorillas (Gorilla gorilla gorilla) during a Forage Manipulation,Animal Behavior and Cognition,Western gorilla,3,0,NA,adult,Detroit Zoological Society,no,NA,no,NA
720,332,Perdue,2017,Mechanisms Underlying Cognitive Bias in Nonhuman Primates,Animal Behavior and Cognition,tufted capuchin,4,NA,NA,NA,Language Research Center,no,NA,no,NA
721,332,Perdue,2017,Mechanisms Underlying Cognitive Bias in Nonhuman Primates,Animal Behavior and Cognition,rhesus macaque,7,NA,NA,NA,Language Research Center,no,NA,no,NA
722,446,"Altschul, Terrace, Weiss",2016,Serial Cognition and Personality in Macaques,Animal Behavior and Cognition,rhesus macaque,9,0,NA,adult,New York State Psychiatric Institute,no,NA,no,NA
723,59,"Parrish, Brosnan, Beran",2015,Capuchin Monkeys Alternate Play and Reward in a Dual Computerized Task,Animal Behavior and Cognition,tufted capuchin,10,4,NA,mixed,Language Research Center,no,NA,no,NA
724,229,"LeFauve, Margulis",2015,Functionality in Tool Use in Western Lowland Gorillas (Gorilla gorilla gorilla),Animal Behavior and Cognition,Western gorilla,3,2,NA,adult,Buffalo Zoo,no,NA,no,NA
725,149,"Parrish, Brosnan, Wilson, Beran",2014,Differential Responding by Rhesus Monkeys (Macaca mulatta) and Humans (Homo sapiens) to Variable Outcomes in the Assurance Game,Animal Behavior and Cognition,rhesus macaque,8,0,NA,adult,Language Research Center,no,NA,no,NA
726,347,"Evans, Beran",2014,Monkeys Wait to Begin a Computer Task when Waiting Makes Their Responses More Effective,Animal Behavior and Cognition,tufted capuchin,9,4,NA,mixed,Language Research Center,no,NA,yes,NA
727,347,"Evans, Beran",2014,Monkeys Wait to Begin a Computer Task when Waiting Makes Their Responses More Effective,Animal Behavior and Cognition,rhesus macaque,8,0,NA,adult,Language Research Center,no,NA,yes,NA
728,386,"Barrett, McElreath, Perry",2017,Pay-off-biased social learning underlies the diffusion of novel extractive foraging traditions in a wild primate,Proceedings of the Royal Society B,white-faced capuchin,21,NA,4,mixed,Reserva Biológica Lomas Barbudal,no,NA,no,NA
729,217,"Pfefferle, Ruiz-Lambides, Widdig",2014,Female rhesus macaques discriminate unfamiliar paternal sisters in playback experiments: support for acoustic phenotype matching,Proceedings of the Royal Society B,rhesus macaque,72,72,NA,adult,Cayo Santiago,no,NA,no,NA
730,138,"Latzman, Taglialatela, Hopkins",2015,Delay of gratification is associated with white matter connectivity in the dorsal prefrontal cortex: a diffusion tensor imaging study in chimpanzees (Pan troglodytes),Proceedings of the Royal Society B,chimpanzee,49,29,10,adult,Yerkes National Primate Research Center,no,NA,no,NA
731,255,"Saldana, Fagot, Kirby, Smith, Claidière",2019,High-fidelity copying is not necessarily the key to cumulative cultural evolution: a study in monkeys and children,Proceedings of the Royal Society B,Guinea baboon,12,6,NA,adult,CNRS Primate Centre in Rousset-sur-Arc,no,NA,no,NA
732,430,"Rosati, Arre, Platt, Santos",2016,Rhesus monkeys show human-like changes in gaze following across the lifespan,Proceedings of the Royal Society B,rhesus macaque,481,262,NA,mixed,Cayo Santiago,no,NA,no,NA
733,104,"Engelmann, Herrmann, Tomasello",2015,Chimpanzees trust conspecifics to engage in low-cost reciprocity,Proceedings of the Royal Society B,chimpanzee,15,NA,NA,NA,Sweetwaters Chimpanzee Sanctuary,no,NA,no,NA
734,65,Janson,2016,"Capuchins, space, time and memory: an experimental test of what-where-when memory in wild monkeys",Proceedings of the Royal Society B,black tufted capuchin,NA,NA,NA,NA,Iguazú Falls National Park,no,NA,no,NA
735,390,"Imura, Kawakami, Shirai, Tomonaga",2017,Perception of the average size of multiple objects in chimpanzees (Pan troglodytes),Proceedings of the Royal Society B,chimpanzee,5,4,1,adult,Primate Research Institute,no,NA,no,NA
736,5,"Ferrigno, Kornell, Cantlon",2017,A metacognitive illusion in monkeys,Proceedings of the Royal Society B,rhesus macaque,2,0,NA,adult,New York State Psychiatric Institute,no,NA,no,NA
737,218,"Borgeaud, Schnider, Krützen, Bshary",2017,Female vervet monkeys fine-tune decisions on tolerance versus conflict in a communication network,Proceedings of the Royal Society B,vervet monkey,17,17,NA,adult,Inkawu Vervet Project,no,NA,no,NA
738,260,"Herrmann, Haux, Zeidler, Engelmann",2019,Human children but not chimpanzees make irrational decisions driven by social comparison,Proceedings of the Royal Society B,chimpanzee,6,3,NA,adult,Sweetwaters Chimpanzee Sanctuary,no,NA,no,NA
739,260,"Herrmann, Haux, Zeidler, Engelmann",2019,Human children but not chimpanzees make irrational decisions driven by social comparison,Proceedings of the Royal Society B,chimpanzee,9,5,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,no,NA
740,129,"Duguid, Wyman, Bullinger, Herfurth-Majstorovic, Tomasello",2014,Coordination strategies of chimpanzees and human children in a Stag Hunt game,Proceedings of the Royal Society B,chimpanzee,10,6,3,adult,Wolfgang Köhler Primate Research Center,no,NA,no,NA
741,345,"Marciniak, Dicke, Thier",2015,"Monkeys head-gaze following is fast, precise and not fully suppressible",Proceedings of the Royal Society B,rhesus macaque,2,NA,NA,adult,NA,no,NA,no,NA
742,81,"Melis, Tomasello",2019,Chimpanzees (Pan troglodytes) coordinate by communicating in a collaborative problem-solving task,Proceedings of the Royal Society B,chimpanzee,10,6,NA,NA,Sweetwaters Chimpanzee Sanctuary,no,NA,no,NA
743,365,"Lewis, Call, Berntsen",2017,Non-goal-directed recall of specific events in apes after long delays,Proceedings of the Royal Society B,chimpanzee,19,NA,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
744,365,"Lewis, Call, Berntsen",2017,Non-goal-directed recall of specific events in apes after long delays,Proceedings of the Royal Society B,Sumatran orangutan,7,NA,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
745,365,"Lewis, Call, Berntsen",2017,Non-goal-directed recall of specific events in apes after long delays,Proceedings of the Royal Society B,bonobo,7,NA,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
746,309,"Amici, Visalberghi, Call",2014,"Lack of prosociality in great apes, capuchin monkeys and spider monkeys: convergent evidence from two different food distribution tasks",Proceedings of the Royal Society B,Geoffroy's spider monkey,7,NA,NA,mixed,Animaya Zoo,yes,no,no,NA
747,309,"Amici, Visalberghi, Call",2014,"Lack of prosociality in great apes, capuchin monkeys and spider monkeys: convergent evidence from two different food distribution tasks",Proceedings of the Royal Society B,tufted capuchin,10,NA,NA,mixed,ISTC-CNR Primate Centre,yes,no,no,NA
748,309,"Amici, Visalberghi, Call",2014,"Lack of prosociality in great apes, capuchin monkeys and spider monkeys: convergent evidence from two different food distribution tasks",Proceedings of the Royal Society B,chimpanzee,12,NA,NA,mixed,Wolfgang Köhler Primate Research Center,yes,no,no,NA
749,309,"Amici, Visalberghi, Call",2014,"Lack of prosociality in great apes, capuchin monkeys and spider monkeys: convergent evidence from two different food distribution tasks",Proceedings of the Royal Society B,bonobo,9,NA,NA,mixed,Wolfgang Köhler Primate Research Center,yes,no,no,NA
750,309,"Amici, Visalberghi, Call",2014,"Lack of prosociality in great apes, capuchin monkeys and spider monkeys: convergent evidence from two different food distribution tasks",Proceedings of the Royal Society B,Sumatran orangutan,5,NA,NA,mixed,Wolfgang Köhler Primate Research Center,yes,no,no,NA
751,309,"Amici, Visalberghi, Call",2014,"Lack of prosociality in great apes, capuchin monkeys and spider monkeys: convergent evidence from two different food distribution tasks",Proceedings of the Royal Society B,Western gorilla,7,NA,NA,mixed,Wolfgang Köhler Primate Research Center,yes,no,no,NA
752,106,"Sánchez-Amaro, Duguid, Call, Tomasello",2017,"Chimpanzees, bonobos and children successfully coordinate in conflict situations",Proceedings of the Royal Society B,chimpanzee,10,5,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
753,106,"Sánchez-Amaro, Duguid, Call, Tomasello",2017,"Chimpanzees, bonobos and children successfully coordinate in conflict situations",Proceedings of the Royal Society B,bonobo,6,5,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
754,474,"Vale, Flynn, Kendal, Rawlings, Hopper, Schapiro, Lambeth, Kendal",2017,Testing differential use of payoff-biased social learning strategies in children and chimpanzees,Proceedings of the Royal Society B,chimpanzee,69,40,NA,mixed,Michale E. Keeling Center for Comparative Medicine and Research,no,NA,no,NA
755,108,"Warneken, Rosati",2015,Cognitive capacities for cooking in chimpanzees,Proceedings of the Royal Society B,chimpanzee,29,NA,NA,NA,Tchimpounga Chimpanzee Sanctuary,no,NA,no,NA
756,250,"Henkel, Setchell",2018,Group and kin recognition via olfactory cues in chimpanzees (Pan troglodytes),Proceedings of the Royal Society B,chimpanzee,25,17,1,mixed,Wolfgang Köhler Primate Research Center,no,NA,no,NA
757,532,"Wolf, Tomasello",2019,Visually attending to a video together facilitates great ape social closeness,Proceedings of the Royal Society B,chimpanzee,17,10,2,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
758,532,"Wolf, Tomasello",2019,Visually attending to a video together facilitates great ape social closeness,Proceedings of the Royal Society B,bonobo,7,4,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
759,514,"Wittig, Crockford, Langergraber, Zuberbühler",2014,Triadic social interactions operate across time: a field experiment with wild chimpanzees,Proceedings of the Royal Society B,chimpanzee,16,9,NA,mixed,Budongo Forest Conservation Field Station,no,NA,no,NA
760,91,"Campbell, de Waal",2014,"Chimpanzees empathize with group mates and humans, but not with baboons or unfamiliar chimpanzees",Proceedings of the Royal Society B,chimpanzee,19,18,NA,adult,Yerkes National Primate Research Center,no,NA,no,NA
761,273,"Kulahci, Drea, Rubenstein, Ghazanfar",2014,Individual recognition through olfactory–auditory matching in lemurs,Proceedings of the Royal Society B,ring-tailed lemur,15,8,2,mixed,Duke Lemur Center,no,NA,no,NA
762,234,"Neiworth, Whillock, Kim, Greenberg, Jones, Patel, Steefel-Moore, Shaw, Rupert, Gauer, Kudura",2014,"Gestalt Principle Use in College Students, Children With Autism, Toddlers (Homo sapiens), and Cotton Top Tamarins (Saguinus oedipus)",Journal of Comparative Psychology,cotton-top tamarin,5,3,1,adult,NA,no,NA,no,NA
763,137,"Parrish, Perdue, Stromberg, Bania, Evans, Beran",2014,Delay of Gratification by Orangutans (Pongo pygmaeus) in the Accumulation Task,Journal of Comparative Psychology,Bornean orangutan,6,4,NA,adult,Smithsonian’s National Zoological Park,no,NA,no,NA
764,408,"Vale, Flynn, Lambeth, Schapir, Kendal",2014,Public information Use in Chimpanzees (Pan troglodytes) and Children (Homo sampiens),Journal of Comparative Psychology,chimpanzee,32,16,7,adult,Michale E. Keeling Center for Comparative Medicine and Research,no,NA,no,NA
765,83,"Bullinger, Melis, Tomasello",2014,Chimpanzees (Pan troglodytes) Instrumentally Help But Do Not Communicate in a Mutualistic Cooperative Task,Journal of Comparative Psychology,chimpanzee,13,6,1,adult,Ngamba Island Chimpanzee Sanctuary,no,NA,no,NA
766,415,"Garland, Beran, McIntyre, Low",2014,Relative Quantity Judgments Between Discrete Spatial Arrays by Chimpanzees (Pan troglodytes) and New Zealand Robins (Petroica longipes),Journal of Comparative Psychology,chimpanzee,4,2,0,adult,NA,no,NA,no,NA
767,303,"Shibasaki, Nagumo, Koda",2014,Japanese Monkeys (Macaca fuscata) Spontaneously Associate Alarm Calls With Snakes Appearing in the Left Visual Field,Journal of Comparative Psychology,Japanese macaque,16,16,NA,mixed,Primate Research Institute,no,NA,no,NA
768,166,"Agrillo, Parrish, Beran",2014,"Do Primates See the Solitaire Illusion Differently? A Comparative Assessment of Humans (Homo sapiens), Chimpanzees (Pan troglodytes), Rhesus Monkeys (Macaca mulatta), and Capuchin
Monkeys (Cebus apella)",Journal of Comparative Psychology,chimpanzee,4,2,NA,adult,Language Research Center,no,NA,yes,NA
769,166,"Agrillo, Parrish, Beran",2014,"Do Primates See the Solitaire Illusion Differently? A Comparative Assessment of Humans (Homo sapiens), Chimpanzees (Pan troglodytes), Rhesus Monkeys (Macaca mulatta), and Capuchin
Monkeys (Cebus apella)",Journal of Comparative Psychology,rhesus macaque,6,0,NA,adult,Language Research Center,no,NA,yes,NA
770,166,"Agrillo, Parrish, Beran",2014,"Do Primates See the Solitaire Illusion Differently? A Comparative Assessment of Humans (Homo sapiens), Chimpanzees (Pan troglodytes), Rhesus Monkeys (Macaca mulatta), and Capuchin
Monkeys (Cebus apella)",Journal of Comparative Psychology,tufted capuchin,7,3,NA,adult,Language Research Center,no,NA,yes,NA
771,18,"Karg, Schmelz, Call, Tomasello",2014,"All Great Ape Species (Gorilla gorilla, Pan paniscus, Pan troglodytes, Pongo abelii) and Two-and-a-Half-Year-Old Children (Homo sapiens) Discriminate Appearance From Reality",Journal of Comparative Psychology,bonobo,7,4,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
772,18,"Karg, Schmelz, Call, Tomasello",2014,"All Great Ape Species (Gorilla gorilla, Pan paniscus, Pan troglodytes, Pongo abelii) and Two-and-a-Half-Year-Old Children (Homo sapiens) Discriminate Appearance From Reality",Journal of Comparative Psychology,chimpanzee,13,9,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
773,18,"Karg, Schmelz, Call, Tomasello",2014,"All Great Ape Species (Gorilla gorilla, Pan paniscus, Pan troglodytes, Pongo abelii) and Two-and-a-Half-Year-Old Children (Homo sapiens) Discriminate Appearance From Reality",Journal of Comparative Psychology,Western gorilla,4,3,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
774,18,"Karg, Schmelz, Call, Tomasello",2014,"All Great Ape Species (Gorilla gorilla, Pan paniscus, Pan troglodytes, Pongo abelii) and Two-and-a-Half-Year-Old Children (Homo sapiens) Discriminate Appearance From Reality",Journal of Comparative Psychology,Sumatran orangutan,5,4,0,adult,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
775,321,"Beran, Parrish, Futch, Evans, Perdue",2015,"Looking Ahead? Computerized Maze Task Performance by Chimpanzees (Pan troglodytes), Rhesus Monkeys (Macaca mulatta), Capuchin Monkeys (Cebus apella), and Human Children (Homo sapiens)",Journal of Comparative Psychology,chimpanzee,4,2,NA,adult,Language Research Center,no,NA,yes,NA
776,321,"Beran, Parrish, Futch, Evans, Perdue",2015,"Looking Ahead? Computerized Maze Task Performance by Chimpanzees (Pan troglodytes), Rhesus Monkeys (Macaca mulatta), Capuchin Monkeys (Cebus apella), and Human Children (Homo sapiens)",Journal of Comparative Psychology,rhesus macaque,7,0,NA,adult,Language Research Center,no,NA,yes,NA
777,321,"Beran, Parrish, Futch, Evans, Perdue",2015,"Looking Ahead? Computerized Maze Task Performance by Chimpanzees (Pan troglodytes), Rhesus Monkeys (Macaca mulatta), Capuchin Monkeys (Cebus apella), and Human Children (Homo sapiens)",Journal of Comparative Psychology,tufted capuchin,8,4,NA,adult,Language Research Center,no,NA,yes,NA
778,49,"Zander, Judge",2015,Brown Capuchin Monkeys (Sapajus apella) Plan Their Movements on a Grasping Task,Journal of Comparative Psychology,tufted capuchin,12,8,NA,mixed,Bucknell University,no,NA,no,NA
779,448,"Byrnit, Høgh-Olesen, Makransky",2015,"Share Your Sweets: Chimpanzee (Pan troglodytes) and Bonobo (Pan paniscus) Willingness to Share Highly Attractive, Monopolizable Food Sources",Journal of Comparative Psychology,chimpanzee,13,8,NA,mixed,Givskud Zoo,no,NA,yes,NA
780,448,"Byrnit, Høgh-Olesen, Makransky",2015,"Share Your Sweets: Chimpanzee (Pan troglodytes) and Bonobo (Pan paniscus) Willingness to Share Highly Attractive, Monopolizable Food Sources",Journal of Comparative Psychology,bonobo,9,7,NA,mixed,Apenheul Primate Park,no,NA,yes,NA
781,275,"Marsh, Vining, Levendoski, Judge",2015,"Inference by Exclusion in Lion-Tailed Macaques (Macaca silenus), a Hamadryas Baboon (Papio hamadryas), Capuchins (Sapajus apella), and Squirrel Monkeys (Saimiri sciureus)",Journal of Comparative Psychology,lion-tailed macaque,3,0,0,adult,Bucknell University,yes,yes,yes,NA
782,275,"Marsh, Vining, Levendoski, Judge",2015,"Inference by Exclusion in Lion-Tailed Macaques (Macaca silenus), a Hamadryas Baboon (Papio hamadryas), Capuchins (Sapajus apella), and Squirrel Monkeys (Saimiri sciureus)",Journal of Comparative Psychology,hamadryas baboon,1,1,0,adult,Bucknell University,yes,yes,yes,NA
783,275,"Marsh, Vining, Levendoski, Judge",2015,"Inference by Exclusion in Lion-Tailed Macaques (Macaca silenus), a Hamadryas Baboon (Papio hamadryas), Capuchins (Sapajus apella), and Squirrel Monkeys (Saimiri sciureus)",Journal of Comparative Psychology,tufted capuchin,8,5,0,mixed,Bucknell University,yes,partial,yes,NA
784,275,"Marsh, Vining, Levendoski, Judge",2015,"Inference by Exclusion in Lion-Tailed Macaques (Macaca silenus), a Hamadryas Baboon (Papio hamadryas), Capuchins (Sapajus apella), and Squirrel Monkeys (Saimiri sciureus)",Journal of Comparative Psychology,common squirrel monkey,4,4,1,adult,Bucknell University,yes,NA,yes,"result of attempted replication? yes, no, partial?"
785,222,"Herrmann, Tomasello",2015,Focusing and Shifting Attention in Human Children (Homo sapiens) and Chimpanzees (Pan troglodytes),Journal of Comparative Psychology,chimpanzee,26,14,NA,adult,Ngamba Island Chimpanzee Sanctuary,no,NA,no,NA
786,362,"Sterck, Olesen, Massen",2015,No Costly Prosociality Among Related Long-Tailed Macaques (Macaca fascicularis),Journal of Comparative Psychology,long-tailed macaque,16,13,NA,mixed,Biomedical Primate Research Centre,no,NA,no,NA
787,198,"Costes-Thiré, Levé, Uhlrich, Pasquaretta, Marco, Thierry",2015,"Evidence That Monkeys (Macaca tonkeana and Sapajus apella) Read Moves, but no Evidence That They Read Goals",Journal of Comparative Psychology,Tonkean macaque,16,5,NA,mixed,Parco Faunistico Piano dell’Abatino,yes,no,yes,NA
788,198,"Costes-Thiré, Levé, Uhlrich, Pasquaretta, Marco, Thierry",2015,"Evidence That Monkeys (Macaca tonkeana and Sapajus apella) Read Moves, but no Evidence That They Read Goals",Journal of Comparative Psychology,tufted capuchin,12,4,NA,mixed,Parco Faunistico Piano dell’Abatino,yes,no,yes,NA
789,469,"Large, Gray",2015,Spontaneous Tempo and Rhythmic Entrainment in a Bonobo (Pan paniscus),Journal of Comparative Psychology,bonobo,1,1,NA,adult,Jacksonville Zoo and Gardens,no,NA,no,NA
790,426,"Tu, Pani, Hampton",2015,Rhesus Monkeys (Macaca mulatta) Adaptively Adjust Information Seeking in Response to Information Accumulated,Journal of Comparative Psychology,rhesus macaque,6,0,NA,adult,NA,no,NA,no,NA
791,276,"Takahashi, Ueno, Fujita",2015,"Inference in a Social Context: A Comparative Study of Capuchin Monkeys (Cebus apella), Tree Shrews (Tupaia belangeri), Hamsters (Mesocricetus auratus), and Rats (Rattus norvegicus)",Journal of Comparative Psychology,tufted capuchin,4,0,NA,adult,Primate Research Institute,no,NA,no,NA
792,62,"Drayton, Varman, Santos",2016,Capuchins (Cebus apella) are Limited in Their Ability to Infer Others’ Goals Based on Context,Journal of Comparative Psychology,tufted capuchin,8,6,NA,mixed,Comparative Cognition Laboratory at Yale,no,NA,no,NA
793,449,"Truppa, De Simone, De Lillo",2016,Short-Term Memory Effects on Visual Global/Local Processing in Tufted Capuchin Monkeys (Sapajus spp.),Journal of Comparative Psychology,tufted capuchin,4,2,NA,adult,ISTC-CNR Primate Centre,yes,yes,no,NA
794,302,"Kawai, Koda",2016,Japanese Monkeys (Macaca fuscata) Quickly Detect Snakes but Not Spiders: Evolutionary Origins of Fear-Relevant Animals,Journal of Comparative Psychology,Japanese macaque,3,3,NA,mixed,Primate Research Institute,no,NA,no,NA
795,378,Mulcahy,2016,Orangutans (Pongo abelii) Seek Information About Tool Functionality in a Metacognition Tubes Task,Journal of Comparative Psychology,Sumatran orangutan,3,0,NA,adult,Singapore Zoo,no,NA,no,NA
796,151,"Calcutt, Rubin, Pokorny, de Waal",2017,Discrimination of Emotional Facial Expressions by Tufted Capuchin Monkeys (Sapajus apella),Journal of Comparative Psychology,tufted capuchin,7,6,2,mixed,Yerkes National Primate Research Center,no,NA,no,NA
797,208,"Parrish, James, Beran",2017,Exploring Whether Nonhuman Primates Show a Bias to Overestimate Dense Quantities,Journal of Comparative Psychology,tufted capuchin,15,8,NA,adult,NA,no,NA,no,NA
798,160,"Paukner, Wooddell, Lefevre, Lonsdorf, Lonsdorf",2017,Do Capuchin Monkeys (Sapajus apella) Prefer Symmetrical Face Shapes?,Journal of Comparative Psychology,tufted capuchin,29,14,NA,mixed,Laboratory of Comparative Ethology,no,NA,no,NA
799,29,"Neiworth, London, Flynn, Rupert, Alldritt, Hyde",2017,Artificial Grammar Learning in Tamarins (Saguinus oedipus) in Varying Stimulus Contexts,Journal of Comparative Psychology,cotton-top tamarin,15,9,1,adult,Carleton College,yes,yes,no,NA
800,512,"Jensen, Alkan, Muñoz, Ferrera, Terrace",2017,Transitive Inference in Humans (Homo sapiens) and Rhesus Macaques (Macaca mulatta) After Massed Training of the Last Two List Items,Journal of Comparative Psychology,rhesus macaque,3,0,NA,adult,New York State Psychiatric Institute,no,NA,no,NA
801,525,"Wood, Whiten",2017,Visible Spatial Contiguity of Social Information and Reward Affects Social Learning in Brown Capuchins (Spajus appella) and Children (Homo sapiens),Journal of Comparative Psychology,tufted capuchin,19,6,3,mixed,Edinburgh Zoo,no,NA,no,NA
802,12,"O'Sullivan, Claidière, Caldwell",2017,Action-Matching Biases in Monkeys (Sapajus spp.) in a Stimulus–Response Compatibility Task: Evaluating Experience-Dependent Malleability,Journal of Comparative Psychology,tufted capuchin,8,2,NA,mixed,Edinburgh Zoo,no,NA,no,NA
804,500,"Zakrzewski, Church, Smith",2018,The Transfer of Category Knowledge by Macaques (Macaca mulatta) and Humans (Homo sapiens),Journal of Comparative Psychology,rhesus macaque,2,0,NA,adult,Language Research Center,no,NA,no,NA
805,159,"Takagi, Fujita",2018,Do Capuchin Monkeys (Sapajus apella) Know the Contents of Memory Traces?: A Study of Metamemory for Compound Stimuli,Journal of Comparative Psychology,tufted capuchin,2,0,NA,adult,Kyoto University,no,NA,no,NA
806,267,"Smith, Boomer, Church, Zakrzewski, Beran, Baum",2018,"I Scan, Therefore I Decline: The Time Course of Difficulty Monitoring in Humans (Homo sapiens) and Macaques (Macaca mulatta)",Journal of Comparative Psychology,rhesus macaque,2,0,NA,adult,Language Research Center,no,NA,no,NA
807,493,"Ebel, Call",2018,"The Interplay of Prior Experience and Motivation in Great Ape Problem-Solving (Gorilla gorilla, Pan paniscus, Pan troglodytes, and Pongo abelii)",Journal of Comparative Psychology,bonobo,8,5,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
808,493,"Ebel, Call",2018,"The Interplay of Prior Experience and Motivation in Great Ape Problem-Solving (Gorilla gorilla, Pan paniscus, Pan troglodytes, and Pongo abelii)",Journal of Comparative Psychology,chimpanzee,7,6,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
809,493,"Ebel, Call",2018,"The Interplay of Prior Experience and Motivation in Great Ape Problem-Solving (Gorilla gorilla, Pan paniscus, Pan troglodytes, and Pongo abelii)",Journal of Comparative Psychology,Western gorilla,4,3,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
810,493,"Ebel, Call",2018,"The Interplay of Prior Experience and Motivation in Great Ape Problem-Solving (Gorilla gorilla, Pan paniscus, Pan troglodytes, and Pongo abelii)",Journal of Comparative Psychology,Sumatran orangutan,6,4,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
811,220,"Schmidtke, Ammersdörfer, Joly, Zimmermann",2018,First Comparative Approach to Touchscreen-Based Visual Object–Location Paired-Associates Learning in Humans (Homo sapiens) and a Nonhuman Primate (Microcebus murinus),Journal of Comparative Psychology,gray mouse lemur,12,8,NA,mixed,University of Veterinary Medicine Hannover,no,NA,no,NA
